name,address,address_line_2,city,province,postal_code,latitude,longitude,phone,email,fuel_brand,price_zone,available_fuel_types,fuel_prices_petrol_95,fuel_prices_petrol_93,fuel_prices_diesel_50ppm,fuel_prices_diesel_500ppm,other_offerings,contact_1_name,contact_1_surname,contact_1_email,contact_1_office_phone,contact_1_mobile_phone,contact_2_name,contact_2_surname,contact_2_email,contact_2_office_phone,contact_2_mobile_phone,vat_number,bank_name,account_holder,account_number,branch_code
"Engen","108 Stephen Dlamini Road",,"Durban","KwaZulu-Natal",,-29.8485859,30.9981076,+27 31 201 1394,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Richmond","KwaZulu-Natal",,-29.8715494,30.2710818,+27 33 212 2207,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","1 Main Street",,"Mount Frere","Eastern Cape",5090,-30.9092859,28.9916777,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","339 Main Street",,"Mount Frere","Eastern Cape",,-30.9001367,28.9944909,+27 39 255 0534,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Exel","Exel",,"Unknown","Eastern Cape",,-30.8947458,28.9970046,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","1 Nolangeni Street",,"Mount Ayliff","Eastern Cape",,-30.7980612,29.3664863,+27 39 254 0615,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","15A Blackburrow Road",,"Pietermaritzburg","KwaZulu-Natal",3201,-29.6227607,30.4070066,+27 33 386 6060,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Pietermaritzburg","KwaZulu-Natal",3201,-29.6232725,30.4070085,+27 33 386 6060,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","101 New England Road",,"Pietermaritzburg","KwaZulu-Natal",,-29.6143308,30.4091116,+27 33 396 2331,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Mantuma","Mantuma",,"Unknown","KwaZulu-Natal",,-27.5966316,32.219742,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","P415",,"Mandeni","KwaZulu-Natal",4490,-29.1644373,31.4378474,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","1 Long Road",,"Mandini","KwaZulu-Natal",4490,-29.1543062,31.4086177,+27 32 456 2488,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","BP",,"Unknown","KwaZulu-Natal",,-29.3163495,30.0498772,,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","32 Margaret Street",,"Unknown","KwaZulu-Natal",3276,-30.1559071,30.0589804,+27 39 834 1211,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Ixopo","KwaZulu-Natal",,-30.155373,30.0586069,+27 39 834 2011,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","1 Springfield Road",,"Winterton","KwaZulu-Natal",,-28.8132356,29.5367765,+27 36 488 1522,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-30.0270402,29.8393355,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","BP",,"Unknown","KwaZulu-Natal",,-30.8252253,30.4002864,,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Uvongo","KwaZulu-Natal",,-30.8334836,30.3932456,+27 81 447 9516,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total Mountain View","Total Mountain View",,"Unknown","Free State",,-28.3359139,29.269573,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Exel","Exel",,"Unknown","Free State",,-28.2670236,29.1222763,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Mandini","KwaZulu-Natal",4490,-29.1064424,31.4183793,+27 32 459 3551,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Marine Drive",,"Margate","KwaZulu-Natal",4275,-30.855479,30.3740074,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Port Shepstone","KwaZulu-Natal",4240,-30.7404621,30.4460424,+27 39 682 1805,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","Old Main Road",,"Hammarsdale","KwaZulu-Natal",3700,-29.8015448,30.6479602,+27 31 736 1351,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Exel","Exel",,"Unknown","Free State",,-28.5269942,28.8326917,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","R57",,"Phuthaditjhaba","Free State",,-28.5054109,28.8210119,+27 58 713 2444,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","Free State",9869,-28.5098599,28.8212593,+27 58 713 1293,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Afriq","Afriq",,"Unknown","KwaZulu-Natal",,-30.1224987,30.8458492,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","208 Doctor Pixley Kaseme Street",,"Durban","KwaZulu-Natal",4000,-29.8573382,31.0284151,+27 31 337 7100,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","KwaZulu-Natal",,-29.7268409,31.0857991,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","198 Ridge Road",,"Umhlanga","KwaZulu-Natal",,-29.7264804,31.0838622,+27 31 561 5206,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","Ridge Road",,"Cato Ridge","KwaZulu-Natal",3680,-29.7351804,30.5791903,+27 31 782 3438,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","1 Rozel Road",,"Umkomaas","KwaZulu-Natal",4182,-30.2158391,30.7959064,+27 39 973 2022,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Margate","KwaZulu-Natal",4275,-30.8564139,30.3720041,+27 39 317 1004,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","28 Main Harding Road",,"Unknown","KwaZulu-Natal",4240,-30.7508345,30.4180216,+27 39 685 5020,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Re-Fuel","Re-Fuel",,"Unknown","KwaZulu-Natal",,-29.6091065,30.3860112,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"East's Service Station (BP)","East's Service Station (BP)",,"Unknown","KwaZulu-Natal",,-28.8935967,31.4676041,,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","KwaZulu-Natal",,-28.8944985,31.4680332,,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","21 John Ross Highway",,"Eshowe","KwaZulu-Natal",,-28.9009561,31.4659733,+27 35 474 2668,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Eshowe","KwaZulu-Natal",3815,-28.8929186,31.4693951,+27 35 474 1161,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","R66",,"Eshowe","KwaZulu-Natal",3815,-28.8903,31.4806,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Greytown","KwaZulu-Natal",,-29.0588282,30.5989085,+27 33 413 2184,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Lüneburg Cash Store","Lüneburg Cash Store",,"Unknown","KwaZulu-Natal",,-27.329388,30.6299741,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-27.9247821,30.1655712,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-28.9681734,30.8608775,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-27.0031714,30.8025527,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","31 Zeederberg Road",,"Unknown","KwaZulu-Natal",3291,-29.516657,30.2349181,+27 33 330 2095,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.4972181,30.2330873,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","121 Chief Albert Luthuli Street",,"KwaDukuza","KwaZulu-Natal",4449,-29.3483854,31.2840494,+27 32 552 1177,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Free State",,-28.5752196,28.7921577,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","KwaZulu-Natal",3838,-28.3276499,31.4041846,+27 32 946 2014,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.345881,30.6311748,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","BP",,"Umdloti","KwaZulu-Natal",4350,-29.6823677,31.1043092,+27 31 568 2968,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Nongoma","KwaZulu-Natal",3950,-27.9093829,31.6468323,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"QwaQwa Nissan Shell Garage","QwaQwa Nissan Shell Garage",,"Unknown","Free State",,-28.5359227,28.8066789,,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol Raisethorpe","Chota Motala Road",,"Unknown","KwaZulu-Natal",,-29.5699494,30.4055953,,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","36 Newport Avenue",,"Durban North","KwaZulu-Natal",,-29.7625422,31.054777,+27 31 572 7147,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Vryheid","KwaZulu-Natal",,-27.7808892,30.7638287,+27 87 285 1182,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","KwaZulu-Natal",3730,-29.7238607,30.4996068,+27 84 401 3905,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-30.9151819,30.3238307,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.9892681,30.9251912,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","KwaZulu-Natal",,-28.4160416,32.1628423,,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Free State",,-27.9209296,29.2793381,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","KwaZulu-Natal",,-27.3790249,31.6157836,,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Main Street",,"Unknown","KwaZulu-Natal",3950,-27.907755,31.6460911,+27 35 831 0933,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","162 Scott Street",,"Unknown","KwaZulu-Natal",4180,-30.2824896,30.7570661,+27 39 978 1360,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Free State",,-27.5517512,28.8399769,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Margate","KwaZulu-Natal",,-30.8630676,30.3616958,+27 39 317 3393,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","249 Marine Drive",,"Unknown","KwaZulu-Natal",4276,-30.8529641,30.378848,+27 39 312 1164,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.5533055,30.1810158,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Unknown","KwaZulu-Natal",,-28.3781259,32.4125352,,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Unknown","KwaZulu-Natal",,-28.4144613,32.1848898,+27 35 550 2927,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Unknown","KwaZulu-Natal",,-27.1052426,31.2023399,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"La Mercy","KwaZulu-Natal",4399,-29.6217202,31.1005935,+27 32 436 0066,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Jabula","Jabula",,"Unknown","KwaZulu-Natal",,-27.3153709,31.8888354,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","9 Rosslyn Road",,"Unknown","KwaZulu-Natal",4126,-30.0551664,30.883238,+27 31 903 5341,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","371 Kingsway Road",,"Amanzimtoti","KwaZulu-Natal",4125,-30.0564774,30.881374,+27 31 905 5853,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Amanzimtoti","KwaZulu-Natal",,-30.0322193,30.891138,+27 31 914 3657,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","3 Oppenheimer Road",,"Unknown","KwaZulu-Natal",4126,-30.0244862,30.9112228,+27 31 904 1437,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","2D Prospecton Road",,"Prospecton","KwaZulu-Natal",4110,-29.9836684,30.9362944,+27 31 902 3221,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","KwaZulu-Natal",,-30.0359471,30.8961725,,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Free State",,-28.5792052,29.0523513,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Old Main Road",,"Mooi River","KwaZulu-Natal",,-29.2078391,30.0000903,+27 33 263 1145,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","1 Strelitzia Place",,"Tongaat","KwaZulu-Natal",4399,-29.5938166,31.1626255,+27 31 500 7236,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Phuthaditjhaba","Free State",9866,-28.5293762,28.8788461,+27 58 789 0124,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.7248806,31.0704118,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","R103",,"Nottingham Road","KwaZulu-Natal",,-29.358819,29.993804,+27 33 266 6497,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-28.8566246,31.8981308,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Galp","Galp",,"Unknown","KwaZulu-Natal",,-27.2034594,31.5559872,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-30.2671177,28.7862933,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Re-Fuel","Re-Fuel",,"Unknown","KwaZulu-Natal",,-29.8610832,31.0291491,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","165 Ingcuce Road",,"Berea","KwaZulu-Natal",,-29.8492798,31.0176417,+27 31 309 5282,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","140 Langalibalele Street",,"Pietermaritzburg","KwaZulu-Natal",,-29.6064862,30.3758991,+27 33 345 2491,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Free State",,-28.2832052,29.1318529,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","851 Old Richmond Road",,"Pinetown","KwaZulu-Natal",,-29.8701185,30.8279666,+27 31 706 0049,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.680906,30.0251892,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Diesel Depot","Forbes Street",,"Unknown","KwaZulu-Natal",3370,-28.5665611,29.7807587,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Unknown","KwaZulu-Natal",,-27.3801076,31.6128677,,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Queensburgh","KwaZulu-Natal",4093,-29.8998187,30.8786114,+27 31 471 2015,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Khululeka Drive",,"Unknown","KwaZulu-Natal",3610,-29.779636,30.896599,+27 31 707 1366,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","John Ross Highway",,"Mtubatuba","KwaZulu-Natal",3935,-28.4109932,32.1860629,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","20 John Ross Highway",,"Mtubatuba","KwaZulu-Natal",3935,-28.4129755,32.1853355,+27 35 550 0085,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Clermont","KwaZulu-Natal",3610,-29.7938989,30.893376,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Rodger Sishi Road",,"Unknown","KwaZulu-Natal",,-29.8093296,30.9114081,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Qashana Khuzwayo Road",,"New Germany","KwaZulu-Natal",,-29.7983668,30.881348,+27 31 705 3411,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","Chelsea Avenue",,"Unknown","KwaZulu-Natal",,-29.8016806,30.8737788,,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","10 Shepstone Road",,"Unknown","KwaZulu-Natal",3610,-29.8053379,30.8717529,+27 31 705 2688,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Josiah Gumede Road",,"New Germany","KwaZulu-Natal",,-29.8163702,30.8656298,+27 33 387 1170,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","6 Glenugie Road",,"Pinetown","KwaZulu-Natal",,-29.81323,30.858999,+27 31 701 2501,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Josiah Gumede Road",,"Unknown","KwaZulu-Natal",,-29.8152769,30.8599801,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","12 Pioneer Road",,"Unknown","KwaZulu-Natal",3610,-29.7911978,30.8455711,+27 31 764 5344,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shiptech","Shiptech",,"Unknown","KwaZulu-Natal",,-28.4145383,32.1882763,,,Shiptech,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","O'Flaherty Road",,"Durban","KwaZulu-Natal",4001,-29.814788,30.969493,+27 31 269 1009,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total","Escom Road",,"Unknown","KwaZulu-Natal",,-29.8147847,30.8794,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","123 Blair Atholl Road",,"Unknown","KwaZulu-Natal",3629,-29.8197023,30.9130815,+27 31 262 4191,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Sanderson Road",,"Unknown","KwaZulu-Natal",,-29.8231814,30.8788857,,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","48 Alexander Road",,"Pinetown","KwaZulu-Natal",3610,-29.8210533,30.8366134,+27 31 700 3147,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","80 Mariannhill Road",,"Unknown","KwaZulu-Natal",3610,-29.8211214,30.8446316,+27 31 702 0915,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Glenugie Road",,"Durban","KwaZulu-Natal",3610,-29.8115993,30.8589468,+27 31 701 5448,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","179 Underwood Road",,"Unknown","KwaZulu-Natal",3610,-29.8358373,30.8750427,+27 31 708 2562,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","BP",,"Unknown","KwaZulu-Natal",,-29.8056535,30.9479009,,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Josiah Gumede Road",,"Pinetown","KwaZulu-Natal",3610,-29.8329362,30.8980051,+27 31 266 6220,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.8703598,30.8062079,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","KwaZulu-Natal",,-29.8012227,30.9581771,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","2 Marbleray Drive",,"Unknown","KwaZulu-Natal",4037,-29.7840605,30.9730178,+27 31 577 7522,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","827 Inanda Road",,"Newlands East","KwaZulu-Natal",,-29.790524,30.97507,+27 31 577 8557,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","22-26 Joyce Road",,"Newlands West","KwaZulu-Natal",,-29.7994706,30.9825333,+27 31 577 1250,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","Mountbatten Drive",,"Durban","KwaZulu-Natal",4091,-29.8027885,30.9626216,+27 83 778 6334,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","129 Jan Hofmeyr Road",,"Westville","KwaZulu-Natal",3631,-29.8274303,30.9309856,+27 31 266 3509,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
